2021 Aug 06 08:28:58
                     Time,      [CH4]_ppm,   [CH4]_ppm_se,      [H2O]_ppm,   [H2O]_ppm_se,      [CO2]_ppm,   [CO2]_ppm_se,      GasP_torr,   GasP_torr_se,         GasT_C,      GasT_C_se,         AmbT_C,      AmbT_C_se,         RD0_us,      RD0_us_se,         RD1_us,      RD1_us_se,       Fit_Flag
    08/06/21 09:05:43.938,    2.14670e+00,    1.05940e-03,    1.66366e+04,    1.90464e+01,    4.07027e+02,    6.96054e-01,    1.40489e+02,    7.08361e-03,    2.57485e+01,    1.61465e-03,    1.55146e+02,    1.72588e-02,    9.61766e+00,    1.50178e-03,    8.39232e+00,    8.65170e-04,              3
    08/06/21 09:05:54.030,    2.15217e+00,    2.39101e-04,    1.64436e+04,    2.05686e+01,    4.04260e+02,    1.04992e-01,    1.40484e+02,    8.08519e-03,    2.57647e+01,    1.56537e-03,    1.54980e+02,    2.19371e-02,    9.61852e+00,    1.23259e-03,    8.39171e+00,    1.04073e-03,              3
    08/06/21 09:06:04.109,    2.15501e+00,    3.87193e-04,    1.62451e+04,    1.59803e+01,    4.06936e+02,    1.31007e+00,    1.40481e+02,    9.59182e-03,    2.57786e+01,    1.58539e-03,    1.54830e+02,    2.03266e-02,    9.61856e+00,    1.06467e-03,    8.39099e+00,    8.13428e-04,              3
    08/06/21 09:06:14.187,    2.15424e+00,    4.78442e-04,    1.61496e+04,    1.06139e+01,    4.16750e+02,    6.37028e-01,    1.40486e+02,    7.55299e-03,    2.57915e+01,    1.67942e-03,    1.54693e+02,    1.77350e-02,    9.61756e+00,    7.98470e-04,    8.39173e+00,    1.73268e-03,              3
    08/06/21 09:06:24.270,    2.15180e+00,    2.27574e-04,    1.61401e+04,    7.68214e+00,    4.31628e+02,    5.31124e+00,    1.40488e+02,    7.39847e-03,    2.58034e+01,    1.74730e-03,    1.54563e+02,    2.23977e-02,    9.61861e+00,    1.20626e-03,    8.39021e+00,    6.98876e-04,              3
    08/06/21 09:06:34.359,    2.15104e+00,    5.36759e-04,    1.61360e+04,    8.08728e+00,    4.61257e+02,    2.94695e-01,    1.40488e+02,    7.20233e-03,    2.58174e+01,    1.79791e-03,    1.54406e+02,    2.10443e-02,    9.61766e+00,    1.85192e-03,    8.39011e+00,    1.15918e-03,              3
    08/06/21 09:06:44.428,    2.14984e+00,    5.09015e-04,    1.62006e+04,    1.19008e+01,    4.62702e+02,    2.64960e-01,    1.40488e+02,    7.31693e-03,    2.58297e+01,    1.91770e-03,    1.54293e+02,    2.29808e-02,    9.61507e+00,    8.60718e-04,    8.38866e+00,    1.34554e-03,              3
    08/06/21 09:06:54.492,    2.14677e+00,    4.74092e-04,    1.62195e+04,    1.14052e+01,    4.68220e+02,    5.67427e-01,    1.40487e+02,    9.55706e-03,    2.58430e+01,    1.48493e-03,    1.54129e+02,    1.80495e-02,    9.61748e+00,    1.68327e-03,    8.39222e+00,    8.16914e-04,              3
    08/06/21 09:07:04.571,    2.14651e+00,    5.16830e-04,    1.62700e+04,    5.26240e+00,    4.42504e+02,    3.58015e+00,    1.40487e+02,    8.59094e-03,    2.58576e+01,    1.47788e-03,    1.53975e+02,    1.75984e-02,    9.61891e+00,    1.48632e-03,    8.39165e+00,    1.29173e-03,              3
    08/06/21 09:07:14.656,    2.15031e+00,    8.63149e-04,    1.62637e+04,    1.04061e+01,    4.17535e+02,    1.38089e+00,    1.40488e+02,    6.45496e-03,    2.58702e+01,    1.55968e-03,    1.53834e+02,    1.73292e-02,    9.61773e+00,    1.35919e-03,    8.39221e+00,    9.31101e-04,              3
    08/06/21 09:07:24.736,    2.15395e+00,    4.63507e-04,    1.61680e+04,    1.26827e+01,    4.10427e+02,    2.50340e-01,    1.40488e+02,    8.01187e-03,    2.58847e+01,    1.35643e-03,    1.53672e+02,    1.58681e-02,    9.61920e+00,    1.53687e-03,    8.39204e+00,    8.71595e-04,              3
    08/06/21 09:07:34.833,    2.15505e+00,    4.17193e-04,    1.60842e+04,    1.02319e+01,    4.08045e+02,    3.02031e-01,    1.40489e+02,    6.35233e-03,    2.58988e+01,    1.38128e-03,    1.53532e+02,    1.53626e-02,    9.61961e+00,    9.61723e-04,    8.39205e+00,    7.08235e-04,              3
    08/06/21 09:07:44.914,    2.15537e+00,    3.09109e-04,    1.60612e+04,    1.11305e+01,    4.06894e+02,    3.60300e-01,    1.40486e+02,    9.04624e-03,    2.59119e+01,    2.11219e-03,    1.53379e+02,    2.06539e-02,    9.61873e+00,    8.89674e-04,    8.39253e+00,    9.99107e-04,              3
    08/06/21 09:07:55.005,    2.15293e+00,    4.68470e-04,    1.60759e+04,    7.84081e+00,    4.12907e+02,    2.51133e-01,    1.40487e+02,    6.84126e-03,    2.59270e+01,    1.63430e-03,    1.53225e+02,    2.12463e-02,    9.62016e+00,    1.15252e-03,    8.39090e+00,    1.03417e-03,              3
    08/06/21 09:08:05.406,    2.15348e+00,    3.78443e-04,    1.61496e+04,    1.08531e+01,    4.15438e+02,    3.98929e-01,    1.40483e+02,    6.21006e-03,    2.59411e+01,    2.33255e-03,    1.53069e+02,    2.16112e-02,    9.61822e+00,    7.92376e-04,    8.39134e+00,    1.12522e-03,              3
    08/06/21 09:08:15.643,    2.15184e+00,    4.87328e-04,    1.61844e+04,    6.38080e+00,    4.16182e+02,    9.43121e-02,    1.40492e+02,    8.82378e-03,    2.59586e+01,    2.65752e-03,    1.52894e+02,    2.84823e-02,    9.61905e+00,    1.73420e-03,    8.39061e+00,    5.70675e-04,              3
    08/06/21 09:08:25.691,    2.15210e+00,    3.79718e-04,    1.62309e+04,    9.44150e+00,    4.17151e+02,    3.12367e-01,    1.40480e+02,    7.24968e-03,    2.59763e+01,    1.63824e-03,    1.52721e+02,    1.94748e-02,    9.61533e+00,    1.29113e-03,    8.39201e+00,    9.12800e-04,              3
    08/06/21 09:08:35.698,    2.15019e+00,    4.30045e-04,    1.62597e+04,    1.03173e+01,    4.22061e+02,    5.13865e-01,    1.40491e+02,    8.53668e-03,    2.59896e+01,    1.61780e-03,    1.52581e+02,    1.87233e-02,    9.61859e+00,    1.13714e-03,    8.38963e+00,    8.20522e-04,              3
    08/06/21 09:08:45.788,    2.14857e+00,    2.93601e-04,    1.62884e+04,    1.09488e+01,    4.27169e+02,    5.44816e-01,    1.40483e+02,    7.72673e-03,    2.60051e+01,    2.21819e-03,    1.52402e+02,    2.58903e-02,    9.61747e+00,    1.35682e-03,    8.38918e+00,    6.31547e-04,              3
    08/06/21 09:08:55.887,    2.14646e+00,    3.49911e-04,    1.63363e+04,    1.15342e+01,    4.34364e+02,    7.92508e-01,    1.40492e+02,    9.11983e-03,    2.60207e+01,    1.61167e-03,    1.52234e+02,    1.85865e-02,    9.61792e+00,    1.35655e-03,    8.39095e+00,    9.14412e-04,              3
    08/06/21 09:09:05.890,    2.14222e+00,    7.38819e-04,    1.63884e+04,    1.52637e+01,    4.43660e+02,    8.18025e-01,    1.40480e+02,    8.59727e-03,    2.60340e+01,    2.48485e-03,    1.52089e+02,    2.93708e-02,    9.61736e+00,    8.86160e-04,    8.39038e+00,    6.12353e-04,              3
    08/06/21 09:09:15.980,    2.14120e+00,    5.01144e-04,    1.63912e+04,    8.40383e+00,    4.52261e+02,    7.86282e-01,    1.40490e+02,    7.75546e-03,    2.60487e+01,    1.20409e-03,    1.51926e+02,    1.65091e-02,    9.61834e+00,    1.50674e-03,    8.38864e+00,    1.04667e-03,              3
    08/06/21 09:09:26.028,    2.13894e+00,    6.70083e-04,    1.64335e+04,    8.58317e+00,    4.59746e+02,    7.52087e-01,    1.40483e+02,    8.87262e-03,    2.60621e+01,    2.12910e-03,    1.51782e+02,    2.02757e-02,    9.61759e+00,    9.63741e-04,    8.39082e+00,    1.35624e-03,              3
    08/06/21 09:09:36.078,    2.13549e+00,    6.74868e-04,    1.64755e+04,    1.08880e+01,    4.68240e+02,    7.81242e-01,    1.40483e+02,    8.31828e-03,    2.60769e+01,    1.31320e-03,    1.51632e+02,    1.36973e-02,    9.62046e+00,    1.19867e-03,    8.39013e+00,    8.65412e-04,              3
    08/06/21 09:09:46.128,    2.13268e+00,    5.13295e-04,    1.64776e+04,    7.81189e+00,    4.77784e+02,    9.84942e-01,    1.40490e+02,    6.25242e-03,    2.60912e+01,    2.21513e-03,    1.51460e+02,    2.46249e-02,    9.61971e+00,    1.23561e-03,    8.39178e+00,    1.33651e-03,              3
    08/06/21 09:09:56.185,    2.12943e+00,    4.80536e-04,    1.65262e+04,    9.96085e+00,    4.88517e+02,    9.50976e-01,    1.40475e+02,    8.27570e-03,    2.61069e+01,    1.34538e-03,    1.51285e+02,    1.81343e-02,    9.62164e+00,    1.32099e-03,    8.38988e+00,    1.15672e-03,              3
    08/06/21 09:10:06.279,    2.12799e+00,    5.70812e-04,    1.65338e+04,    1.12494e+01,    4.96440e+02,    6.20885e-01,    1.40470e+02,    7.27994e-03,    2.61220e+01,    1.61402e-03,    1.51116e+02,    2.00403e-02,    9.61926e+00,    8.55021e-04,    8.39040e+00,    9.50800e-04,              3
    08/06/21 09:10:16.330,    2.12594e+00,    4.20108e-04,    1.65458e+04,    6.40840e+00,    5.04082e+02,    8.20493e-01,    1.40483e+02,    8.93352e-03,    2.61313e+01,    1.59280e-03,    1.51016e+02,    2.02501e-02,    9.61986e+00,    9.49573e-04,    8.39062e+00,    1.64985e-03,              3
    08/06/21 09:10:26.462,    2.12257e+00,    4.84861e-04,    1.65886e+04,    5.01820e+00,    5.13569e+02,    8.15819e-01,    1.40486e+02,    9.55900e-03,    2.61459e+01,    1.61361e-03,    1.50862e+02,    1.71504e-02,    9.61887e+00,    7.13590e-04,    8.39076e+00,    7.95811e-04,              3
    08/06/21 09:10:36.457,    2.12075e+00,    1.99944e-04,    1.65900e+04,    8.12384e+00,    5.21998e+02,    6.12658e-01,    1.40478e+02,    7.71792e-03,    2.61640e+01,    1.05538e-03,    1.50667e+02,    1.35351e-02,    9.61779e+00,    1.11791e-03,    8.39110e+00,    9.58957e-04,              3
    08/06/21 09:10:46.437,    2.11856e+00,    3.00874e-04,    1.65896e+04,    6.51397e+00,    5.29835e+02,    6.50033e-01,    1.40480e+02,    7.90071e-03,    2.61773e+01,    1.13598e-03,    1.50526e+02,    1.17826e-02,    9.61901e+00,    8.76330e-04,    8.39024e+00,    1.27332e-03,              3
    08/06/21 09:10:56.392,    2.11591e+00,    6.22387e-04,    1.66226e+04,    8.56656e+00,    5.38162e+02,    7.80807e-01,    1.40483e+02,    6.81227e-03,    2.61894e+01,    1.31442e-03,    1.50389e+02,    1.94891e-02,    9.61730e+00,    1.33638e-03,    8.38806e+00,    9.46767e-04,              3
    08/06/21 09:11:06.669,    2.11336e+00,    4.31540e-04,    1.66166e+04,    9.28916e+00,    5.46279e+02,    6.23759e-01,    1.40489e+02,    9.17183e-03,    2.62054e+01,    1.93220e-03,    1.50231e+02,    2.33463e-02,    9.61676e+00,    1.30619e-03,    8.39041e+00,    9.15905e-04,              3
    08/06/21 09:11:16.629,    2.11140e+00,    4.62587e-04,    1.66310e+04,    1.06009e+01,    5.54017e+02,    6.65341e-01,    1.40481e+02,    8.28934e-03,    2.62216e+01,    1.15686e-03,    1.50050e+02,    1.49650e-02,    9.61696e+00,    1.06555e-03,    8.38987e+00,    1.11325e-03,              3
    08/06/21 09:11:26.772,    2.11006e+00,    4.09599e-04,    1.66246e+04,    1.27146e+01,    5.61146e+02,    6.04701e-01,    1.40474e+02,    6.75779e-03,    2.62367e+01,    1.70648e-03,    1.49875e+02,    1.62554e-02,    9.61629e+00,    7.80127e-04,    8.39012e+00,    8.74117e-04,              3
    08/06/21 09:11:36.768,    2.10781e+00,    2.92357e-04,    1.66348e+04,    1.29244e+01,    5.69780e+02,    9.61067e-01,    1.40481e+02,    6.40569e-03,    2.62500e+01,    1.19605e-03,    1.49758e+02,    1.41339e-02,    9.61672e+00,    1.00907e-03,    8.39132e+00,    7.83513e-04,              3
    08/06/21 09:11:46.828,    2.10517e+00,    4.55299e-04,    1.66470e+04,    8.38187e+00,    5.79246e+02,    6.61342e-01,    1.40486e+02,    8.10511e-03,    2.62643e+01,    2.11520e-03,    1.49604e+02,    2.30067e-02,    9.61644e+00,    1.43004e-03,    8.38859e+00,    1.37812e-03,              3
    08/06/21 09:11:56.861,    2.10274e+00,    6.56091e-04,    1.66449e+04,    9.73616e+00,    5.87653e+02,    7.45970e-01,    1.40485e+02,    5.83987e-03,    2.62792e+01,    1.54741e-03,    1.49447e+02,    1.70033e-02,    9.61753e+00,    1.56991e-03,    8.38786e+00,    1.05716e-03,              3
    08/06/21 09:12:06.991,    2.10151e+00,    5.64347e-04,    1.66614e+04,    8.03757e+00,    5.94877e+02,    6.89408e-01,    1.40487e+02,    8.82378e-03,    2.62941e+01,    1.82652e-03,    1.49286e+02,    1.99002e-02,    9.61464e+00,    8.88949e-04,    8.38712e+00,    1.18029e-03,              3
    08/06/21 09:12:17.032,    2.09832e+00,    6.17353e-04,    1.66650e+04,    6.42928e+00,    6.04048e+02,    8.79177e-01,    1.40484e+02,    8.71534e-03,    2.63092e+01,    1.18122e-03,    1.49115e+02,    1.32461e-02,    9.61809e+00,    1.20488e-03,    8.38829e+00,    9.83515e-04,              3
    08/06/21 09:12:27.077,    2.09668e+00,    4.06456e-04,    1.66800e+04,    8.78323e+00,    6.13056e+02,    6.91244e-01,    1.40481e+02,    6.27648e-03,    2.63241e+01,    1.48568e-03,    1.48947e+02,    1.78417e-02,    9.61608e+00,    1.33993e-03,    8.38912e+00,    1.15019e-03,              3
    08/06/21 09:12:37.084,    2.09599e+00,    8.26357e-04,    1.66451e+04,    1.23870e+01,    6.12580e+02,    3.08635e+00,    1.40485e+02,    8.39480e-03,    2.63375e+01,    1.34641e-03,    1.48808e+02,    1.41764e-02,    9.61818e+00,    1.17942e-03,    8.38833e+00,    1.07114e-03,              3
    08/06/21 09:12:47.178,    2.12551e+00,    3.14282e-03,    1.66694e+04,    8.73531e+00,    5.15668e+02,    1.04067e+01,    1.40480e+02,    7.04912e-03,    2.63522e+01,    1.55498e-03,    1.48642e+02,    1.94809e-02,    9.61554e+00,    7.29273e-04,    8.38996e+00,    7.79206e-04,              3
    08/06/21 09:12:57.275,    2.14727e+00,    1.01075e-03,    1.66173e+04,    1.35150e+01,    4.50364e+02,    2.33463e+00,    1.40485e+02,    6.65037e-03,    2.63658e+01,    1.33679e-03,    1.48505e+02,    1.60023e-02,    9.61824e+00,    8.94236e-04,    8.39097e+00,    9.80630e-04,              3
    08/06/21 09:13:07.282,    2.15076e+00,    5.96078e-04,    1.65355e+04,    1.30462e+01,    4.39042e+02,    2.99237e-01,    1.40484e+02,    9.06168e-03,    2.63768e+01,    1.54949e-03,    1.48378e+02,    1.90360e-02,    9.61918e+00,    1.72568e-03,    8.38992e+00,    1.55377e-03,              3
    08/06/21 09:13:17.360,    2.15025e+00,    3.59542e-04,    1.65225e+04,    7.97666e+00,    4.38698e+02,    1.68539e-01,    1.40485e+02,    8.70255e-03,    2.63894e+01,    2.40171e-03,    1.48233e+02,    2.59918e-02,    9.61746e+00,    1.51058e-03,    8.39116e+00,    1.89691e-03,              3
    08/06/21 09:13:27.462,    2.15191e+00,    4.41836e-04,    1.65143e+04,    6.29709e+00,    4.39184e+02,    1.37954e-01,    1.40480e+02,    5.86949e-03,    2.64053e+01,    1.40441e-03,    1.48079e+02,    1.63320e-02,    9.61503e+00,    1.58516e-03,    8.38977e+00,    1.47982e-03,              3
    08/06/21 09:13:37.416,    2.14799e+00,    8.24106e-04,    1.64784e+04,    1.14039e+01,    4.45616e+02,    1.05204e+00,    1.40485e+02,    7.79185e-03,    2.64211e+01,    9.73482e-04,    1.47904e+02,    8.56460e-03,    9.61711e+00,    1.66078e-03,    8.38882e+00,    1.46188e-03,              3
    08/06/21 09:13:47.468,    2.14615e+00,    6.86033e-04,    1.65211e+04,    1.15891e+01,    4.51713e+02,    4.55466e-01,    1.40483e+02,    7.79188e-03,    2.64273e+01,    1.04800e-03,    1.47834e+02,    1.09601e-02,    9.61785e+00,    1.33974e-03,    8.38774e+00,    6.35203e-04,              3
    08/06/21 09:13:57.385,    2.15228e+00,    6.29794e-04,    1.65003e+04,    1.67390e+01,    4.35161e+02,    1.88075e+00,    1.40480e+02,    7.34303e-03,    2.64460e+01,    1.14780e-03,    1.47624e+02,    1.39809e-02,    9.61847e+00,    9.39137e-04,    8.39070e+00,    1.43477e-03,              3
    08/06/21 09:14:07.567,    2.15257e+00,    4.17907e-04,    1.64881e+04,    9.19327e+00,    4.22584e+02,    1.16562e+00,    1.40493e+02,    8.25640e-03,    2.64583e+01,    1.50443e-03,    1.47504e+02,    1.33730e-02,    9.61653e+00,    1.51475e-03,    8.38936e+00,    1.19699e-03,              3
    08/06/21 09:14:17.674,    2.15971e+00,    6.76612e-04,    1.64584e+04,    1.27458e+01,    4.10812e+02,    6.25978e-01,    1.40488e+02,    8.35415e-03,    2.64708e+01,    1.51359e-03,    1.47372e+02,    1.65725e-02,    9.61441e+00,    1.16763e-03,    8.38894e+00,    1.32933e-03,              3
    08/06/21 09:14:27.667,    2.15316e+00,    9.57946e-04,    1.64187e+04,    2.01696e+01,    4.17643e+02,    1.79577e+00,    1.40493e+02,    8.49070e-03,    2.64799e+01,    1.82715e-03,    1.47276e+02,    1.80942e-02,    9.61873e+00,    1.02602e-03,    8.38882e+00,    8.41387e-04,              3
    08/06/21 09:14:37.766,    2.14828e+00,    5.67238e-04,    1.65817e+04,    1.96670e+01,    4.92241e+02,    7.71498e+00,    1.40493e+02,    6.97259e-03,    2.64984e+01,    1.80973e-03,    1.47075e+02,    1.72364e-02,    9.61637e+00,    1.28246e-03,    8.38973e+00,    9.43024e-04,              3
    08/06/21 09:14:47.871,    2.15042e+00,    5.21665e-04,    1.67059e+04,    1.33923e+01,    4.39668e+02,    4.45298e+00,    1.40492e+02,    8.76084e-03,    2.65104e+01,    1.46926e-03,    1.46949e+02,    1.76128e-02,    9.61971e+00,    1.03710e-03,    8.38987e+00,    1.60269e-03,              3
    08/06/21 09:14:57.867,    2.15224e+00,    5.58565e-04,    1.67585e+04,    1.34878e+01,    4.21309e+02,    3.57702e-01,    1.40476e+02,    6.67988e-03,    2.65245e+01,    1.83970e-03,    1.46792e+02,    2.02126e-02,    9.61548e+00,    1.52970e-03,    8.38879e+00,    1.03349e-03,              3
    08/06/21 09:15:07.959,    2.15234e+00,    6.17144e-04,    1.68527e+04,    1.11234e+01,    4.22745e+02,    2.30866e-01,    1.40479e+02,    6.71527e-03,    2.65376e+01,    1.34229e-03,    1.46656e+02,    1.57148e-02,    9.61694e+00,    1.54591e-03,    8.39035e+00,    9.80384e-04,              3
    08/06/21 09:15:18.147,    2.14978e+00,    5.41044e-04,    1.68368e+04,    7.33718e+00,    4.19584e+02,    1.91517e-01,    1.40484e+02,    8.20326e-03,    2.65489e+01,    1.20910e-03,    1.46543e+02,    1.46050e-02,    9.61884e+00,    1.01790e-03,    8.39004e+00,    1.18640e-03,              3
    08/06/21 09:15:28.078,    2.15074e+00,    5.94172e-04,    1.67726e+04,    6.60367e+00,    4.19893e+02,    2.35150e-01,    1.40481e+02,    5.43374e-03,    2.65629e+01,    1.56313e-03,    1.46396e+02,    1.78770e-02,    9.61702e+00,    1.28779e-03,    8.38779e+00,    9.78615e-04,              3
    08/06/21 09:15:38.162,    2.15100e+00,    5.34441e-04,    1.67990e+04,    1.96498e+01,    4.21211e+02,    1.24628e-01,    1.40480e+02,    6.43228e-03,    2.65742e+01,    1.27223e-03,    1.46272e+02,    1.64255e-02,    9.61787e+00,    1.52514e-03,    8.38802e+00,    1.04055e-03,              3
    08/06/21 09:15:48.272,    2.15037e+00,    5.75170e-04,    1.69424e+04,    1.59494e+01,    4.21207e+02,    1.56260e-01,    1.40490e+02,    7.69452e-03,    2.65830e+01,    1.31375e-03,    1.46178e+02,    1.48922e-02,    9.61877e+00,    1.37257e-03,    8.38876e+00,    1.03653e-03,              3
    08/06/21 09:15:58.268,    2.14995e+00,    4.03580e-04,    1.70886e+04,    2.12436e+01,    4.22967e+02,    1.25611e-01,    1.40481e+02,    9.02689e-03,    2.66005e+01,    1.91388e-03,    1.46003e+02,    1.89627e-02,    9.61862e+00,    5.40877e-04,    8.38694e+00,    1.36363e-03,              3
    08/06/21 09:16:08.414,    2.14807e+00,    3.49634e-04,    1.72460e+04,    1.09176e+01,    4.25916e+02,    2.56435e-01,    1.40495e+02,    7.18816e-03,    2.66099e+01,    2.55593e-03,    1.45907e+02,    2.60297e-02,    9.61695e+00,    1.02627e-03,    8.38814e+00,    1.03987e-03,              3
    08/06/21 09:16:18.367,    2.14577e+00,    3.93773e-04,    1.73701e+04,    1.21841e+01,    4.62679e+02,    4.59884e+00,    1.40478e+02,    7.46931e-03,    2.66258e+01,    8.43829e-04,    1.45738e+02,    8.79521e-03,    9.61636e+00,    1.61988e-03,    8.39043e+00,    1.07635e-03,              3
    08/06/21 09:16:28.459,    2.14380e+00,    6.03839e-04,    1.74226e+04,    1.78906e+01,    4.76565e+02,    2.71398e+00,    1.40493e+02,    7.66847e-03,    2.66363e+01,    1.86503e-03,    1.45624e+02,    2.25667e-02,    9.61864e+00,    1.07102e-03,    8.38712e+00,    1.15570e-03,              3
    08/06/21 09:16:38.605,    2.14964e+00,    4.20653e-04,    1.74582e+04,    9.43450e+00,    4.37555e+02,    2.67439e+00,    1.40489e+02,    8.03515e-03,    2.66486e+01,    2.07295e-03,    1.45500e+02,    2.02094e-02,    9.61695e+00,    1.02835e-03,    8.38966e+00,    1.25694e-03,              3
    08/06/21 09:16:48.497,    2.14934e+00,    5.54598e-04,    1.74459e+04,    8.76846e+00,    4.29220e+02,    2.31994e-01,    1.40483e+02,    7.30548e-03,    2.66604e+01,    1.43611e-03,    1.45365e+02,    1.65677e-02,    9.61798e+00,    1.52680e-03,    8.38921e+00,    1.01438e-03,              3
    08/06/21 09:16:58.579,    2.14649e+00,    6.31073e-04,    1.74734e+04,    1.31877e+01,    4.36903e+02,    1.08746e+00,    1.40483e+02,    7.83422e-03,    2.66745e+01,    9.69989e-04,    1.45218e+02,    9.00733e-03,    9.61640e+00,    6.00524e-04,    8.38799e+00,    5.87712e-04,              3
    08/06/21 09:17:08.580,    2.14365e+00,    5.18802e-04,    1.75322e+04,    1.26802e+01,    4.45673e+02,    7.39088e-01,    1.40485e+02,    8.42801e-03,    2.66859e+01,    1.69231e-03,    1.45098e+02,    1.94269e-02,    9.61649e+00,    1.31522e-03,    8.38825e+00,    9.65562e-04,              3
    08/06/21 09:17:18.744,    2.14128e+00,    4.55461e-04,    1.76026e+04,    1.08928e+01,    4.52017e+02,    3.61719e-01,    1.40481e+02,    8.68490e-03,    2.67000e+01,    1.63594e-03,    1.44957e+02,    2.03902e-02,    9.61769e+00,    8.93562e-04,    8.38824e+00,    1.42193e-03,              3
    08/06/21 09:17:28.763,    2.13953e+00,    3.46534e-04,    1.76408e+04,    1.36643e+01,    4.56698e+02,    6.37187e-01,    1.40480e+02,    6.96783e-03,    2.67120e+01,    1.95580e-03,    1.44823e+02,    2.33987e-02,    9.61656e+00,    1.07298e-03,    8.38638e+00,    1.61496e-03,              3
    08/06/21 09:17:38.810,    2.13813e+00,    6.59988e-04,    1.76685e+04,    1.11915e+01,    4.62988e+02,    4.42455e-01,    1.40484e+02,    7.65350e-03,    2.67236e+01,    1.78601e-03,    1.44715e+02,    2.03239e-02,    9.61590e+00,    1.69467e-03,    8.38806e+00,    8.67844e-04,              3
    08/06/21 09:17:48.865,    2.13728e+00,    3.99287e-04,    1.76908e+04,    1.25066e+01,    4.71463e+02,    9.40626e-01,    1.40488e+02,    9.21666e-03,    2.67372e+01,    1.50795e-03,    1.44567e+02,    1.54739e-02,    9.61267e+00,    1.04667e-03,    8.38796e+00,    6.79797e-04,              3
    08/06/21 09:17:59.058,    2.13334e+00,    9.86719e-04,    1.77025e+04,    1.09291e+01,    4.80130e+02,    5.82818e-01,    1.40485e+02,    8.90846e-03,    2.67509e+01,    1.44634e-03,    1.44441e+02,    1.54182e-02,    9.62200e+00,    3.33166e-03,    8.39125e+00,    3.21816e-03,              3
    08/06/21 09:18:09.238,    2.13248e+00,    4.91720e-04,    1.77065e+04,    1.18162e+01,    4.86894e+02,    6.14888e-01,    1.40475e+02,    7.91510e-03,    2.67630e+01,    1.21934e-03,    1.44290e+02,    1.80685e-02,    9.61610e+00,    1.46216e-03,    8.38591e+00,    1.41658e-03,              3
    08/06/21 09:18:19.342,    2.12971e+00,    6.57018e-04,    1.76750e+04,    9.03472e+00,    4.95567e+02,    6.30591e-01,    1.40490e+02,    7.87685e-03,    2.67755e+01,    1.88527e-03,    1.44174e+02,    1.90361e-02,    9.61496e+00,    1.01198e-03,    8.38654e+00,    1.56142e-03,              3
    08/06/21 09:18:29.265,    2.12850e+00,    6.99591e-04,    1.76653e+04,    9.96707e+00,    5.03104e+02,    7.75043e-01,    1.40482e+02,    7.45976e-03,    2.67883e+01,    1.50399e-03,    1.44039e+02,    1.82741e-02,    9.61380e+00,    8.38525e-04,    8.38664e+00,    1.60497e-03,              3
    08/06/21 09:18:39.357,    2.12736e+00,    2.25609e-04,    1.76602e+04,    1.11963e+01,    5.10245e+02,    6.47317e-01,    1.40480e+02,    6.93534e-03,    2.68020e+01,    1.40833e-03,    1.43899e+02,    1.81237e-02,    9.61481e+00,    1.21619e-03,    8.38597e+00,    1.36398e-03,              3
    08/06/21 09:18:49.398,    2.12430e+00,    3.92782e-04,    1.76596e+04,    1.09028e+01,    5.18865e+02,    8.13048e-01,    1.40489e+02,    8.58032e-03,    2.68116e+01,    2.22550e-03,    1.43791e+02,    2.53513e-02,    9.61469e+00,    1.24402e-03,    8.38700e+00,    1.05694e-03,              3
    08/06/21 09:18:59.480,    2.12237e+00,    4.14249e-04,    1.76709e+04,    9.98909e+00,    5.26100e+02,    7.14156e-01,    1.40483e+02,    7.26011e-03,    2.68228e+01,    1.46880e-03,    1.43667e+02,    1.83835e-02,    9.61546e+00,    1.12342e-03,    8.38779e+00,    8.61910e-04,              3
    08/06/21 09:19:09.466,    2.11983e+00,    5.16025e-04,    1.76589e+04,    7.83088e+00,    5.33315e+02,    6.45348e-01,    1.40481e+02,    8.57245e-03,    2.68379e+01,    1.35095e-03,    1.43507e+02,    1.56158e-02,    9.61902e+00,    9.89957e-04,    8.38913e+00,    9.03971e-04,              3
    08/06/21 09:19:19.739,    2.11837e+00,    5.64977e-04,    1.76876e+04,    1.12530e+01,    5.41575e+02,    7.89099e-01,    1.40494e+02,    7.63602e-03,    2.68451e+01,    1.90394e-03,    1.43430e+02,    1.89061e-02,    9.61781e+00,    1.28431e-03,    8.38642e+00,    9.60665e-04,              3
    08/06/21 09:19:29.656,    2.11672e+00,    3.22321e-04,    1.77322e+04,    1.32700e+01,    5.48381e+02,    5.43509e-01,    1.40482e+02,    7.17346e-03,    2.68629e+01,    1.29954e-03,    1.43246e+02,    1.51770e-02,    9.61659e+00,    1.18439e-03,    8.38568e+00,    1.41299e-03,              3
    08/06/21 09:19:39.753,    2.11452e+00,    6.90649e-04,    1.77519e+04,    9.24088e+00,    5.55464e+02,    5.58809e-01,    1.40491e+02,    8.25217e-03,    2.68734e+01,    2.12329e-03,    1.43141e+02,    1.96415e-02,    9.61632e+00,    1.34871e-03,    8.38940e+00,    1.31774e-03,              3
    08/06/21 09:19:49.851,    2.11325e+00,    3.06012e-04,    1.77934e+04,    8.28171e+00,    5.61810e+02,    7.09723e-01,    1.40489e+02,    9.75995e-03,    2.68869e+01,    1.40421e-03,    1.43013e+02,    1.73293e-02,    9.61513e+00,    9.94059e-04,    8.38789e+00,    1.09746e-03,              3
